acclimate,0.85
acclimatization,0.80
acclimatize,0.80
accolade,0.70
accommodate,1.00
accommodation,1.00
accommodative,1.00
accompaniment,0.94
accompanist,1.00
accompany,1.00
accomplice,1.00
accomplish,1.00
accomplishment,1.00
accord,0.94
accordance,1.00
according,1.00
accordion,1.00
accost,0.86
account,1.00
accountability,1.00
accountable,1.00
accountancy,0.79
accountant,1.00
accounting,1.00
accoutrement,0.83
accreditation,1.00
accredited,1.00
accrete,0.53
accrual,0.89
accrue,1.00
accumulate,1.00
accumulation,1.00
accumulative,1.00
accumulator,0.84
accuracy,1.00
accurate,1.00
accursed,0.78
accusation,1.00
accusative,0.79
accusatory,1.00
accuse,1.00
accuser,1.00
accustom,0.94
ace,1.00
acerb,0.14
acerbic,0.68
acerbity,0.40
acetaminophen,0.94
acetate,0.68
acetic,0.84
acetone,0.95
acetyl,0.76
acetylcholine,0.56
acetylene,0.85
acetylsalicylic,0.39
ache,1.00
achievable,1.00
achieve,1.00
achievement,1.00
achiever,1.00
achiness,0.95
achy,0.95
acid,1.00
acidic,1.00
acidity,1.00
acidophilus,0.56
acidosis,0.65
acidulous,0.37
acknowledge,1.00
acknowledgement,1.00
acme,0.65
acne,1.00
acolyte,0.68
aconitum,0.10
acorn,0.95
acoustic,1.00
acoustical,0.95
acoustics,1.00
acquaintance,1.00
acquaintanceship,0.89
acquiesce,0.84
acquiescence,0.90
acquiescent,0.61
acquire,1.00
acquirer,1.00
acquisition,1.00
acquisitive,0.80
acquisitiveness,0.84
acquit,1.00
acquittal,1.00
acre,1.00
acreage,0.79
acrid,0.79
acrimonious,0.56
acrimony,0.63
acrobat,1.00
acrobatic,1.00
acrobatics,1.00
acronym,1.00
acrophobia,0.84
acropolis,0.79
across,1.00
acrostic,0.58
acrylic,0.95
act,1.00
actinic,0.42
actinium,0.00
action,1.00
actionable,0.95
activate,1.00
activation,1.00
activator,1.00
active,1.00
activism,1.00
activist,1.00
activity,1.00
actor,1.00
actress,1.00
actual,1.00
actuality,1.00
actualization,0.90
actualize,1.00
actually,1.00
actuarial,0.68
actuary,0.79
actuation,0.72
actuator,0.78
acuity,0.44
acumen,0.80
acupressure,0.95
acupuncture,1.00
acupuncturist,0.95
acute,1.00
acuteness,0.95
acyclovir,0.37
ad,1.00
adage,0.74
adagio,0.38
adamant,0.78
adamantine,0.55
adapt,1.00
adaptability,0.94
adaptable,1.00
adaptation,1.00
adapter,1.00
adaption,1.00
adaptive,1.00
adaptor,1.00
add,1.00
addendum,0.89
adder,0.83
addict,1.00
addiction,1.00
addictive,1.00
addictiveness,1.00
addition,1.00
additional,1.00
additive,1.00
addle,0.72
addled,0.79
address,1.00
addressee,1.00
adduce,0.53
adductor,0.52
adenoidal,0.33
adenoma,0.47
adenosine,0.39
adept,0.78
adeptness,0.95
adequacy,0.95
adequate,1.00
adhere,0.95
adherence,1.00
adherent,1.00
adhesion,1.00
adhesive,1.00
adiabatic,0.22
adipose,0.53
adiposity,0.39
adjacent,0.95
adjective,1.00
adjoining,1.00
adjourn,0.94
adjournment,1.00
adjudge,0.79
adjudicate,0.89
adjudication,0.63
adjudicator,0.75
adjunct,0.84
adjuration,0.37
adjure,0.56
adjust,1.00
adjustability,1.00
adjustable,1.00
adjuster,1.00
adjustment,1.00
adjustor,0.89
adjutant,0.61
adjuvant,0.63
admin,0.95
administer,1.00
administrate,1.00
administration,1.00
administrative,1.00
administrator,1.00
admirable,1.00
admiral,1.00
admiralty,0.89
admiration,1.00
admire,1.00
admirer,0.95
admissibility,0.78
admissible,1.00
admission,1.00
admit,1.00
admittance,1.00
admixture,0.53
admonish,0.95
admonition,0.78
ado,0.85
adobe,0.95
adolescence,1.00
adolescent,1.00
adopt,1.00
adoptable,1.00
adopter,1.00
adoption,1.00
adoptive,1.00
adorability,0.89
adorable,1.00
adorableness,1.00
adoration,0.95
adore,1.00
adoring,1.00
adorn,0.94
adornment,1.00
adrenal,0.89
adrenalin,0.94
adrenaline,0.95
adrift,0.95
adroit,0.42
adroitness,0.74
adulation,0.95
adult,1.00
adulterant,0.78
adulterate,0.94
adulterer,1.00
adulteress,1.00
adulterous,1.00
adultery,1.00
adulthood,1.00
adumbration,0.10
advance,1.00
advanced,1.00
advancement,0.95
advantage,1.00
advantageous,0.84
advent,0.89
adventure,1.00
adventurer,1.00
adventuresome,1.00
adventuress,0.95
adventurist,1.00
adventurous,1.00
adventurousness,1.00
adverb,1.00
adverbial,0.78
adversarial,1.00
adversary,1.00
adverse,1.00
adversity,1.00
advert,0.95
advertise,1.00
advertisement,1.00
advertiser,1.00
advertising,1.00
advice,1.00
advisable,1.00
advise,1.00
advisee,0.90
advisement,1.00
adviser,1.00
advisor,1.00
advisory,1.00
advocacy,0.89
advocate,1.00
aegis,0.37
aerate,0.84
aeration,0.89
aerial,0.95
aerialist,0.72
aerie,0.61
aero,1.00
aerobatics,0.89
aerobic,0.94
aerobics,1.00
aerodynamic,1.00
aerodynamics,1.00
aeronaut,0.60
aeronautical,0.89
aeronautics,0.89
aerosol,1.00
aerospace,0.94
aesthete,0.50
aesthetic,1.00
aesthetics,1.00
afar,1.00
afeard,0.39
affability,0.67
affable,0.83
affair,1.00
affaire,0.58
affect,1.00
affectation,0.89
affection,1.00
affectionate,1.00
affective,1.00
affectless,0.79
affiant,0.56
affidavit,0.84
affiliate,0.95
affiliation,1.00
affinity,1.00
affirm,0.94
affirmation,1.00
affirmative,1.00
affix,1.00
afflict,1.00
affliction,1.00
afflictive,0.68
affluence,0.89
affluent,1.00
afford,1.00
affordability,1.00
affordable,1.00
affray,0.28
affright,0.72
affront,0.86
afghan,1.00
aficionado,0.78
afire,0.83
aflame,1.00
afloat,1.00
afoot,0.95
aforementioned,0.95
aforesaid,0.47
aforethought,0.95
afoul,0.89
afraid,1.00
afro,1.00
aft,0.76
after,1.00
afterbirth,0.89
afterburner,0.84
aftercare,0.89
afterdeck,0.37
aftereffect,0.94
afterglow,0.89
afterimage,0.50
afterlife,1.00
aftermarket,1.00
aftermath,1.00
afternoon,1.00
afterschool,1.00
aftershave,1.00
aftershock,1.00
aftertaste,1.00
afterthought,1.00
afterwards,1.00
afterworld,0.94
again,1.00
against,1.00
agate,0.83
agave,0.74
age,1.00
ageism,0.74
ageist,0.78
ageless,1.00
agency,1.00
agenda,1.00
agent,1.00
ageratum,0.35
agglomerate,0.32
agglutinate,0.45
aggrandize,0.63
aggrandizement,0.42
aggravate,1.00
aggravated,1.00
aggravation,1.00
aggregate,0.86
aggregation,0.90
aggress,0.79
aggression,1.00
aggressive,1.00
aggressiveness,1.00
aggressor,1.00
aggrieved,0.84
aghast,0.82
agile,0.95
agility,0.95
aging,1.00
agitate,1.00
agitated,1.00
agitation,1.00
agitator,1.00
agitprop,0.26
agleam,0.33
aglitter,0.63
aglow,0.81
agnate,0.22
agnostic,0.91
ago,1.00
agog,0.58
agonist,0.89
agonize,1.00
agonizing,1.00
agony,1.00
agora,0.58
agoraphobia,0.95
agoraphobic,0.70
agrarian,0.60
agree,1.00
agreeable,0.94
agreement,1.00
agribusiness,0.78
agricultural,1.00
agriculturalist,1.00
agriculture,1.00
ague,0.56
ahead,1.00
ahoy,1.00
aid,1.00
aide,0.95
aider,0.72
aids,1.00
aigrette,0.05
aikido,0.65
ail,0.89
aileron,0.39
ailing,1.00
ailment,1.00
aim,0.95
aimer,0.68
aimless,1.00
air,1.00
airbag,1.00
airbase,1.00
airboat,0.91
airborne,1.00
airbrush,1.00
aircraft,1.00
aircraftsman,0.95
aircrew,0.91
airdrome,0.50
airdrop,0.94
airfare,1.00
airfield,1.00
airflow,1.00
airfoil,0.55
airforce,1.00
airhead,1.00
airiness,0.85
airless,0.94
airlift,1.00
airline,1.00
airliner,1.00
airlock,0.95
airmail,0.89
airman,1.00
airmattress,1.00
airmobile,0.72
airplane,1.00
airplay,0.75
airport,1.00
airship,1.00
airsick,1.00
airsickness,0.90
airspace,1.00
airspeed,1.00
airstream,1.00
airstrike,1.00
airstrip,1.00
airtight,1.00
airtime,1.00
airwave,0.94
airway,1.00
airworthy,0.89
airy,0.95
aisle,1.00
ajar,0.95
aka,0.95
akimbo,0.58
akin,0.86
alabaster,0.83
alacrity,0.43
alarm,1.00
alarmclock,1.00
alarming,1.00
alarmist,0.94
alarum,0.44
alas,1.00
albacore,0.89
albatross,0.78
albinism,0.67
albino,0.95
album,1.00
albumen,0.58
albumin,0.56
alcalde,0.05
alchemical,0.58
alchemist,1.00
alchemy,0.89
alcohol,1.00
alcoholic,1.00
alcoholism,1.00
alcove,0.95
alder,0.63
alderman,0.84
ale,1.00
alehouse,0.94
aleph,0.53
alert,1.00
alertness,1.00
alexandrine,0.33
alfalfa,0.95
alfresco,0.74
alga,0.43
algebra,1.00
algebraic,1.00
alginate,0.37
algorithm,0.95
algorithmic,0.80
alias,0.94
alibi,0.95
alien,1.00
alienate,1.00
alienation,1.00
alienist,0.79
aliens,1.00
alight,0.89
align,1.00
alignment,0.94
alike,1.00
alimentary,0.74
alimony,1.00
alit,0.68
alive,1.00
alkali,0.94
alkaline,1.00
alkaloid,0.89
alky,0.61
alkyd,0.40
all,1.00
allay,0.62
allegation,0.95
allege,0.89
alleged,1.00
allegiance,1.00
allegiant,0.58
allegorical,0.94
allegory,1.00
allegro,0.75
allele,0.42
allergen,0.90
allergic,1.00
allergist,1.00
allergy,1.00
alleviate,1.00
alley,1.00
alleyway,1.00
alliance,1.00
allied,1.00
alligator,1.00
alliteration,0.78
alliterative,0.80
allocate,1.00
allocation,1.00
allocution,0.68
allograft,0.26
allot,0.95
allotment,1.00
allow,1.00
allowable,1.00
allowance,1.00
alloy,1.00
allude,1.00
allure,0.95
alluring,0.95
allusion,1.00
alluvial,0.45
ally,0.90
almanac,0.95
almandine,0.47
almightiness,0.95
almighty,1.00
almond,1.00
almoner,0.05
almost,1.00
alms,0.61
almshouse,0.48
aloe,1.00
aloft,0.95
aloha,0.95
alone,1.00
aloneness,0.95
along,1.00
alongshore,0.75
aloof,0.94
alopecia,0.72
aloud,1.00
alp,0.68
alpaca,0.80
alpha,1.00
alphabet,1.00
alphabetical,1.00
alphabetize,1.00
alphanumeric,0.95
alphorn,0.10
alpine,0.95
alright,1.00
also,1.00
altar,1.00
altarpiece,0.78
alter,1.00
alteration,1.00
altercation,0.95
alternate,1.00
alternating,1.00
alternation,1.00
alternative,1.00
alternator,1.00
although,1.00
altimeter,0.79
altitude,1.00
alto,0.85
altogether,1.00
altruism,0.95
altruist,0.78
altruistic,0.83
alum,0.86
alumina,0.47
aluminum,1.00
alumna,0.84
alumnus,1.00
alveolar,0.22
alveolus,0.53
always,1.00
amah,0.47
amalgam,0.67
amalgamated,0.75
amalgamation,0.72
amandine,0.35
amanita,0.33
amanuensis,0.17
amaranth,0.58
amaretto,0.95
amaryllis,0.55
amass,1.00
amassment,0.80
amateur,1.00
amateurish,0.78
amateurism,0.94
amaze,1.00
amazed,1.00
amazement,1.00
amazing,1.00
ambassador,1.00
ambassadorial,0.84
ambassadorship,0.95
amber,1.00
ambergris,0.32
ambiance,0.95
ambidextrous,0.90
ambience,0.95
ambient,1.00
ambiguity,1.00
ambiguous,1.00
ambition,1.00
ambitious,1.00
ambivalence,1.00
ambivalent,0.94
amble,0.83
ambrosia,0.94
ambrosial,0.84
ambulance,1.00
ambulation,0.61
ambulatory,0.89
ambuscade,0.00
ambush,1.00
ameliorate,0.47
amelioration,0.44
amen,1.00
amenable,0.78
amend,1.00
amendment,1.00
amends,1.00
americanize,0.90
amethyst,1.00
amiability,0.84
amiable,0.90
amicable,1.00
amice,0.39
amicus,0.50
amid,0.90
amidst,1.00
amino,0.95
amiss,0.90
amity,0.67
ammeter,0.32
ammo,1.00
ammonia,1.00
ammonium,0.89
ammunition,1.00
amnesia,1.00
amnesiac,0.78
amnesic,0.90
amnesty,1.00
amniocentesis,0.62
amniotic,0.78
amoeba,0.89
amoebic,0.86
among,1.00
amongst,1.00
amontillado,0.37
amoral,1.00
amorality,0.72
amorous,0.89
amorphous,0.80
amortization,0.68
amortize,0.42
amount,1.00
amour,0.90
amp,1.00
amperage,0.79
ampersand,0.79
amphetamine,0.95
amphibian,1.00
amphibious,0.94
amphitheater,1.00
amphora,0.47
ample,0.90
amplification,1.00
amplifier,1.00
amplify,1.00
amplitude,0.95
amputate,1.00
amputation,1.00
amputee,0.95
amuck,0.89
amulet,0.89
amuse,0.95
amused,1.00
amusement,1.00
amusing,1.00
amyl,0.17
amylase,0.53
anabolic,0.94
anachronism,0.50
anachronistic,0.74
anaconda,1.00
anaerobic,0.84
anaesthetize,0.94
anagogic,0.17
anagram,0.89
anal,1.00
analeptic,0.28
analgesia,0.72
analgesic,0.75
analog,0.95
analogous,0.56
analogue,1.00
analogy,1.00
analysis,1.00
analyst,1.00
analytic,0.95
analytical,0.95
analyzable,0.79
analyze,1.00
analyzer,1.00
anapestic,0.33
anaphylactic,0.83
anaphylaxis,0.53
anarchic,0.72
anarchism,0.72
anarchist,0.95
anarchistic,1.00
anarchy,0.95
anathema,0.50
anatomic,0.94
anatomical,1.00
anatomist,0.90
anatomize,0.80
anatomy,1.00
ancestor,1.00
ancestors,1.00
ancestral,0.95
ancestry,1.00
anchor,1.00
anchorage,0.94
anchorite,0.19
anchorman,1.00
anchorwoman,1.00
anchovy,1.00
ancient,1.00
ancillary,0.50
and,0.95
andiron,0.53
androgynous,0.75
androgyny,0.78
android,0.95
anecdotal,1.00
anecdote,1.00
anemia,0.95
anemic,0.95
anemone,0.83
anent,0.05
aneroid,0.24
anesthesia,1.00
anesthesiologist,0.94
anesthetic,0.95
anesthetist,0.95
anesthetize,0.82
aneurism,0.95
aneurysm,0.95
anew,1.00
angel,1.00
angelfish,0.95
angelic,1.00
angelical,1.00
anger,1.00
angina,0.74
angiogram,0.71
angiography,0.47
angioplasty,0.83
angle,1.00
angler,1.00
angleworm,0.68
anglophile,0.47
angora,0.89
angry,1.00
angst,0.84
anguish,0.98
anguished,0.94
angular,1.00
anhydride,0.50
aniline,0.28
animal,1.00
animalistic,1.00
animate,1.00
animated,1.00
animation,1.00
animator,1.00
anime,0.95
animosity,1.00
animus,0.72
anion,0.50
anise,0.68
anisette,0.26
ankh,0.48
ankle,1.00
anklebone,1.00
anklet,0.89
annals,0.79
annatto,0.39
annex,1.00
annexation,0.72
annihilate,1.00
annihilation,0.94
anniversary,1.00
annotate,0.94
annotator,0.84
announce,1.00
announcement,1.00
announcer,1.00
annoy,1.00
annoyance,1.00
annoyed,1.00
annoyer,0.85
annoying,1.00
annual,1.00
annuity,0.81
annul,0.89
annular,0.68
annulment,1.00
annunciation,1.00
anode,0.75
anodic,0.10
anodized,0.47
anodyne,0.56
anoint,0.89
anointed,0.89
anomalous,0.53
anomaly,0.89
anonymity,1.00
anonymous,1.00
anorectic,0.50
anorexia,0.95
anorexic,0.94
anosmatic,0.33
another,1.00
anoxia,0.32
answer,1.00
answerable,0.94
ant,1.00
antacid,0.95
antagonism,0.89
antagonist,1.00
antagonistic,0.89
antagonize,1.00
ante,0.91
anteater,0.95
antebellum,0.74
antecedent,0.74
antechamber,0.68
antediluvian,0.47
antelope,1.00
antenatal,0.42
antenna,1.00
anterior,0.94
anteroom,0.67
anthem,1.00
anther,0.47
anthill,0.89
anthology,0.94
anthracite,0.56
anthrax,1.00
anthropoid,0.79
anthropological,0.84
anthropologist,0.95
anthropology,1.00
anti,1.00
antiaircraft,1.00
antibacterial,0.94
antibiotic,1.00
antibiotics,1.00
antibody,1.00
antic,0.81
antichrist,1.00
anticipate,1.00
anticipation,1.00
anticipatory,0.94
anticlimactic,0.90
anticlimax,0.85
anticline,0.16
anticoagulant,0.94
anticoagulation,0.78
anticommunism,0.85
anticommunist,0.95
anticorrosive,1.00
antics,1.00
antidemocratic,0.80
antidepressant,1.00
antidotal,0.72
antidote,1.00
antiestablishment,1.00
antifascist,0.68
antifeminist,0.89
antifreeze,1.00
antifungal,1.00
antigen,0.58
antigovernment,0.94
antigravity,1.00
antigun,0.70
antihistamine,0.78
antihuman,0.67
antimatter,0.95
antimilitary,0.89
antimissile,0.85
antimony,0.50
antinuclear,0.80
antioxidant,1.00
antipasto,0.56
antipathy,0.44
antipersonnel,1.00
antiperspirant,1.00
antiphonal,0.29
antipsychotic,0.89
antiquarian,0.58
antiquated,0.70
antique,1.00
antiques,1.00
antiquity,0.85
antiseptic,0.95
antiseptics,1.00
antiserum,0.79
antislavery,1.00
antisocial,1.00
antispasmodic,0.61
antitank,0.56
antithesis,0.84
antithetical,0.56
antitoxin,0.78
antitrust,0.89
antivenin,0.70
antiviral,1.00
antivirus,1.00
antivivisection,0.50
antivivisectionist,0.24
antiwar,1.00
antler,1.00
antsy,1.00
anus,1.00
anvil,1.00
anxiety,1.00
anxious,1.00
any,1.00
anybody,1.00
anyhow,1.00
anyone,0.95
anything,1.00
anytime,1.00
anyway,1.00
aorta,0.84
aortal,0.72
aortic,0.89
apache,0.89
apart,1.00
apartheid,0.89
apartment,1.00
apartments,1.00
apartness,0.95
apathetic,1.00
apathy,1.00
apatite,0.42
ape,1.00
apelike,1.00
aperitif,0.50
aperture,0.65
apex,0.95
aphasia,0.42
aphasic,0.39
aphid,0.48
aphis,0.26
aphorism,0.28
aphrodisiac,0.95
apiary,0.65
apish,0.47
aplenty,0.84
aplomb,0.61
apnea,0.89
apocalypse,1.00
apogee,0.28
apolitical,0.84
apollonian,0.61
apologetic,1.00
apologia,0.40
apologist,0.61
apologize,1.00
apology,1.00
apoplectic,0.44
apoplexy,0.33
apostate,0.63
apostle,1.00
apostolate,0.53
apostrophe,1.00
apothecary,0.75
apothegm,0.10
apotheosis,0.64
app,0.90
appalled,0.94
appalling,0.95
appaloosa,0.78
apparatchik,0.32
apparatus,1.00
apparel,1.00
apparent,1.00
apparition,0.94
appeal,1.00
appear,1.00
appearance,1.00
appease,0.90
appeasement,1.00
appeaser,0.83
appellant,0.56
appellate,0.78
appellation,0.50
append,0.86
appendage,1.00
appendectomy,0.78
appendicitis,0.95
appendix,1.00
apperception,0.53
appetite,1.00
appetizer,1.00
appetizing,1.00
applaud,1.00
applause,0.95
apple,1.00
applecart,0.89
applejack,0.89
applesauce,1.00
appliance,1.00
applicability,1.00
applicable,1.00
applicant,1.00
application,1.00
applicator,0.95
apply,1.00
appoint,0.94
appointee,0.95
appointment,1.00
appraisal,1.00
appraise,1.00
appraiser,1.00
appreciable,1.00
appreciate,1.00
appreciation,1.00
appreciative,1.00
appreciator,0.95
apprehend,1.00
apprehensibility,1.00
apprehension,1.00
apprehensive,1.00
apprentice,1.00
apprenticeship,0.95
apprise,0.72
approach,1.00
approachable,1.00
approbation,0.72
appropriate,1.00
appropriateness,1.00
appropriation,0.89
approval,1.00
approve,1.00
approximate,1.00
approximation,1.00
apricot,0.95
apriority,0.50
apron,1.00
apse,0.68
apt,1.00
aptitude,0.95
aqualung,0.70
aquamarine,1.00
aquaplane,0.62
aquarium,1.00
aquatic,1.00
aquatics,1.00
aquavit,0.28
aqueduct,1.00
aqueous,0.63
aquifer,0.63
arabesque,0.67
arable,0.42
arachnid,0.89
arachnophobia,0.95
aragonite,0.39
arbiter,0.67
arbitrage,0.50
arbitrary,0.84
arbitrate,1.00
arbitration,1.00
arbitrator,1.00
arbor,0.90
arboreal,0.60
arboretum,0.89
arborist,0.63
arc,1.00
arcade,1.00
arcane,0.70
arch,1.00
archaeological,1.00
archaeologist,1.00
archaeology,1.00
archaeopteryx,0.18
archaic,0.86
archaism,0.57
archangel,1.00
archbishop,1.00
archdeacon,0.72
archdiocese,0.85
archduchess,0.61
archduke,0.85
arched,1.00
archenemy,0.95
archer,0.95
archery,1.00
archetypal,0.85
archetype,0.79
archiepiscopal,0.39
archimandrite,0.15
archipelago,0.89
architect,0.94
architectonic,0.39
architectural,1.00
architecture,1.00
architrave,0.05
archival,0.83
archive,1.00
archives,1.00
archivist,0.78
archon,0.29
archway,0.94
arcsine,0.56
arctic,1.00
ardency,0.53
ardent,0.79
ardor,0.58
arduous,0.65
area,1.00
areal,0.26
arena,1.00
areola,0.84
argent,0.50
argentine,0.72
argillaceous,0.15
argon,0.89
argosy,0.60
argot,0.56
argue,1.00
argument,1.00
argumentative,0.89
aria,0.67
arid,1.00
aridity,0.75
arioso,0.39
arise,1.00
aristocracy,1.00
aristocrat,0.94
aristocratic,1.00
arithmetic,1.00
arithmetical,0.94
ark,0.95
arm,1.00
armada,0.89
armadillo,1.00
Armageddon,1.00
armament,0.79
armature,0.53
armband,1.00
armchair,1.00
armed,1.00
armful,0.95
armistice,0.67
armless,1.00
armload,1.00
armoire,1.00
armor,1.00
armored,1.00
armorial,0.22
armory,1.00
armpit,1.00
armrest,1.00
arms,1.00
army,1.00
aroma,0.89
aromatherapy,1.00
aromatic,1.00
around,1.00
arousal,0.95
arouse,1.00
arpeggio,0.72
arraign,0.89
arraignment,0.95
arrange,1.00
arrangement,1.00
arranger,0.95
arrant,0.78
array,0.90
arrears,0.65
arrest,1.00
arrestee,0.89
arrestment,0.89
arrhythmia,0.83
arrhythmic,0.84
arrival,1.00
arrive,1.00
arrogance,1.00
arrogant,1.00
arrow,1.00
arrowroot,0.64
arsenal,1.00
arsenic,1.00
arsenical,0.70
arsine,0.57
arson,1.00
arsonist,1.00
art,1.00
arterial,0.89
arteriogram,0.42
arteriosclerosis,0.79
artery,0.89
artful,1.00
arthritic,1.00
arthritis,1.00
arthropod,0.74
arthroscopic,0.78
artichoke,1.00
article,1.00
articular,0.47
articulate,1.00
articulation,1.00
artifact,1.00
artifice,0.89
artificial,1.00
artificiality,1.00
artillery,1.00
artilleryman,0.89
artisan,1.00
artist,1.00
artiste,0.89
artistic,1.00
artistry,0.95
artless,0.94
arts,1.00
artsy,0.94
artwork,1.00
arty,0.78
arugula,0.84
as,1.00
asbestos,0.95
ascend,1.00
ascendancy,0.95
ascendant,0.89
ascending,1.00
ascension,0.78
ascent,0.95
ascertain,0.95
ascertainable,0.79
ascetic,0.74
ascorbic,0.74
ascribe,0.90
aseptic,0.75
asexual,0.95
ash,1.00
ashamed,1.00
ashcan,0.83
ashen,0.70
ashes,1.00
ashlar,0.00
ashore,1.00
ashram,0.55
ashtray,1.00
ashy,0.95
aside,1.00
asinine,0.81
asininity,0.39
ask,1.00
asker,0.95
askew,0.89
asleep,1.00
asp,0.76
asparagus,1.00
aspect,1.00
aspen,0.86
asperse,0.50
aspersion,0.75
asphalt,1.00
asphyxia,0.83
asphyxiate,0.86
asphyxiation,0.94
aspic,0.60
aspidistra,0.21
aspirant,0.84
aspirate,0.94
aspiration,0.83
aspire,0.95
aspirin,1.00
aspiring,1.00
ass,1.00
assail,0.94
assailable,0.78
assailant,0.95
assassin,1.00
assassinate,1.00
assassination,1.00
assassinator,0.95
assault,1.00
assaultive,0.89
assay,0.53
assegai,0.21
assemblage,0.89
assemble,1.00
assembly,1.00
assemblyman,1.00
assent,0.78
assert,1.00
assertion,0.94
assertive,1.00
assertiveness,1.00
assess,0.95
assessment,1.00
assessor,1.00
asset,1.00
asshole,1.00
assiduity,0.33
assiduous,0.78
assign,1.00
assignation,0.79
assignment,1.00
assimilate,1.00
assimilation,0.83
assist,1.00
assistance,1.00
assistant,1.00
associate,1.00
association,1.00
associative,0.95
assorted,1.00
assortment,1.00
assuage,0.61
assume,1.00
assumption,1.00
assurance,0.95
assure,0.95
assuredness,0.89
aster,0.63
asterisk,1.00
asteroid,1.00
asthma,1.00
asthmatic,1.00
astigmatism,0.85
astonish,0.95
astonished,1.00
astonishing,1.00
astonishment,0.95
astound,0.94
astounded,1.00
astraddle,0.42
astral,0.83
astray,1.00
astringent,0.86
astrobiology,0.89
astrodome,0.84
astrolabe,0.77
astrologer,1.00
astrological,1.00
astrologist,0.94
astrology,1.00
astronaut,1.00
astronautics,0.83
astronomer,1.00
astronomic,1.00
astronomical,1.00
astronomy,1.00
astrophysical,0.95
astrophysicist,0.89
astrophysics,1.00
astute,0.89
astuteness,0.94
asylum,1.00
asymmetric,1.00
asymmetrical,0.95
asymmetry,0.90
asymptomatic,0.83
at,0.95
atavism,0.68
atavistic,0.26
atelier,0.39
atheism,0.89
atheist,1.00
atheistic,0.83
atheneum,0.15
athlete,1.00
athletic,1.00
athleticism,1.00
athletics,1.00
atilt,0.19
atlas,1.00
atmosphere,1.00
atmospheric,1.00
atoll,0.85
atom,1.00
atomic,1.00
atomize,0.89
atomizer,0.76
atonal,0.55
atonality,0.56
atone,0.94
atonement,0.90
atrabilious,0.21
atremble,0.39
atrium,1.00
atrocious,0.95
atrocity,1.00
atrophy,0.74
atropine,0.50
attach,1.00
attache,0.76
attachment,1.00
attack,1.00
attacker,1.00
attain,1.00
attainability,1.00
attainable,1.00
attainment,1.00
attar,0.16
attempt,1.00
attempted,1.00
attend,1.00
attendance,1.00
attendant,1.00
attendee,1.00
attention,0.95
attentive,1.00
attentiveness,1.00
attenuate,0.42
attenuation,0.63
attest,0.95
attic,1.00
attire,1.00
attitude,1.00
attitudinal,0.67
attorney,1.00
attract,1.00
attraction,1.00
attractive,1.00
attractiveness,1.00
attractor,0.83
attributable,0.84
attribute,1.00
attribution,0.95
